央视频道,#genre#
浙江钱江,http://qwe.iptviptv.site:9694/hls/193/index.m3u8
浙江少儿,http://qwe.iptviptv.site:9694/hls/194/index.m3u8
浙江数码,http://qwe.iptviptv.site:9694/hls/195/index.m3u8
杭州TV-1 综合,http://qwe.iptviptv.site:9694/hls/196/index.m3u8
杭州TV-2 明珠,http://qwe.iptviptv.site:9694/hls/197/index.m3u8
杭州TV-3 生活,http://qwe.iptviptv.site:9694/hls/198/index.m3u8
杭州TV-4 影视,http://qwe.iptviptv.site:9694/hls/199/index.m3u8
杭州TV-5 青少·体育,http://qwe.iptviptv.site:9694/hls/200/index.m3u8
宁波TV1,http://qwe.iptviptv.site:9694/hls/205/index.m3u8
宁波TV2,http://qwe.iptviptv.site:9694/hls/206/index.m3u8
宁波TV3,http://qwe.iptviptv.site:9694/hls/207/index.m3u8
宁波TV4,http://qwe.iptviptv.site:9694/hls/208/index.m3u8
内蒙频道,#genre#
内蒙新闻,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800
呼市新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=70072e9dff1f4042fcefde5b001af668&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=d5a1fe0898512f4a1d513bc0f9c5b751&txTime=771E8800
鄂尔多斯新闻,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=b7f46f8c1bcd9e2db3aa285e7afd6255&txTime=771E8800
巴彦淖尔新闻,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=7b16e82a11c42b867ae27383922ef7f9&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=08be8d464e60db2c3aa1e8e7d742f71d&txTime=771E8800
乌兰察布新闻,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=8bca81250fd7df3b633efcbb6150b0c6&txTime=771E8800
北京频道,#genre#
北京文艺,http://qwe.iptviptv.site:9694/hls/806/index.m3u8
北京科教,http://qwe.iptviptv.site:9694/hls/807/index.m3u8
北京影视,http://qwe.iptviptv.site:9694/hls/808/index.m3u8
北京生活,http://qwe.iptviptv.site:9694/hls/809/index.m3u8
北京财经,http://qwe.iptviptv.site:9694/hls/810/index.m3u8
北京新闻,http://qwe.iptviptv.site:9694/hls/811/index.m3u8
北京卡酷少儿,http://qwe.iptviptv.site:9694/hls/812/index.m3u8
北京国际,http://qwe.iptviptv.site:9694/hls/813/index.m3u8
